"Video Name","Video Description","Brightcove ID","Vertical Section","Verticals","Show","Season Number","Thumbnail","thePlatform guid","thePlatform PID","Geo Restriction","People","Keywords","Keywords Text","Categories","Transcript/quote","link","Longform","Date Created","Duration","Locales","Encoding","filename"
"The Story of Medusa","Once a beautiful priestess to Athena, the Greek Goddess of war, Medusa is transformed into a hideous monster after she falls victim to a crime.","62947017001","","","Clash of the Gods","","<img src=""http://www.history.co.uk/shows/clash-of-the-gods/videos/the-story-of-medusa/thumbnail-120x90/thumbnail/1119379849_49789162001_History-Clash-Of-Gods-The-Story-of-Medusa-SF-small.jpg.jpg"" />","History_Clash_Of_Gods_The_Story_of_Medusa_SF","lkMtGeeC6sc3","All","","","","Video","","http://www.history.co.uk/shows/clash-of-the-gods/videos/the-story-of-medusa","No","29/01/2010 15:50","202.333","pl, ro","","",
"The Labyrinth of the Minotaur","Some believe an underground site on the island of Crete was the labyrinth of the Minotaur, Greek mythology&#039;s vicious half-man, half-beast creature.","62960679001","","","Clash of the Gods","","<img src=""http://www.history.co.uk/shows/clash-of-the-gods/videos/labyrinth-of-the-minotaur/thumbnail-120x90/thumbnail/22204771001_63226692001_asset-1264433087195.jpg.jpg"" />","History_Clash_Of_Gods_Labyrinth_of_the_Minotaur_SF","g72MgMJevJB9","All","","","","Video","","http://www.history.co.uk/shows/clash-of-the-gods/videos/labyrinth-of-the-minotaur","No","29/01/2010 15:50","179.166","pl, ro","","",
"The Land of Odysseus","Where did Odysseus, the hero of Homer&#039;s epic poem The Odyssey, call home?","62960680001","","","Clash of the Gods","","<img src=""http://www.history.co.uk/shows/clash-of-the-gods/videos/land-of-odysseus/thumbnail-120x90/thumbnail/1119379849_49789170001_History-Clash-Of-Gods-Land-of-Odysseus-SF-small.jpg.jpg"" />","History_Clash_Of_Gods_Land_of_Odysseus_SF","79J8H5HLHp5b","All","","","","Video","","http://www.history.co.uk/shows/clash-of-the-gods/videos/land-of-odysseus","No","29/01/2010 15:50","160.266","pl, ro","","",
"Thor and the fall of Paganism","According to Norse myth and legend, a new Viking world was born after Thor&#039;s ultimate battle with evil.","62960777001","","","Clash of the Gods","","<img src=""http://www.history.co.uk/shows/clash-of-the-gods/videos/thor-and-the-fall-of-paganism/thumbnail-120x90/thumbnail/1119379849_50006940001_History-Clash-Of-Gods-Thor-Paganism-SF-small.jpg.jpg"" />","History_Clash_Of_Gods_Thor_Paganism_SF","5Zc4k6Nje8lK","All","","","","Video","","http://www.history.co.uk/shows/clash-of-the-gods/videos/thor-and-the-fall-of-paganism","No","29/01/2010 15:50","175.733","pl, ro","","",
"Origins of the Minotaur","As an act of punishment, the god Poseidon curses Crete&#039;s King Minos with a son who is half man, half bull.","62947016001","","","Clash of the Gods","","<img src=""http://www.history.co.uk/shows/clash-of-the-gods/videos/origins-of-the-minotaur/thumbnail-120x90/thumbnail/1119379849_49789166001_History-Clash-Of-Gods-Origins-of-the-Minotaur-SF-small.jpg.jpg"" />","History_Clash_Of_Gods_Origins_of_the_Minotaur_SF","PjBDcD5YHGwa","All","","","","Video","","http://www.history.co.uk/shows/clash-of-the-gods/videos/origins-of-the-minotaur","No","29/01/2010 15:50","156.433","pl, ro","","",
"Odysseus&#039; Ship","In 1988, scientists discovered an ancient ship that may have been sailed by Odysseus, Homer&#039;s legendary Greek King.","62960780001","","","Clash of the Gods","","<img src=""http://www.history.co.uk/shows/clash-of-the-gods/videos/odysseus-ship/thumbnail-120x90/thumbnail/1119379849_49789168001_History-Clash-Of-Gods-Odysseus-Ship-SF-small.jpg.jpg"" />","History_Clash_Of_Gods_Odysseus_Ship_SF","4sX9ERE1SUPu","All","","","","Video","","http://www.history.co.uk/shows/clash-of-the-gods/videos/odysseus-ship","No","29/01/2010 15:50","154.266","pl, ro","","",
"The Cult of Hades","Followers of Hades, the Greek god of the Underworld, are believed to have worshipped at a cave site at Eleusis, Greece.","62952075001","","","Clash of the Gods","","<img src=""http://www.history.co.uk/shows/clash-of-the-gods/videos/the-cult-of-hades/thumbnail-120x90/thumbnail/1119379849_49789164001_History-Clash-Of-Gods-The-Cult-of-Hades-SF-small.jpg.jpg"" />","History_Clash_Of_Gods_The_Cult_of_Hades_SF","JCiOViAfpNzS","All","","","","Video","","http://www.history.co.uk/shows/clash-of-the-gods/videos/the-cult-of-hades","No","29/01/2010 15:50","155.533","pl, ro","","",
"Zeus and the Great Flood","When natural disasters struck, ancient Greeks believed that it was Zeus, their god of all gods, showing anger and displeasure.","62960716001","","","Clash of the Gods","","<img src=""http://www.history.co.uk/shows/clash-of-the-gods/videos/zeus-and-the-great-flood/thumbnail-120x90/thumbnail/1119379849_50006942001_History-Clash-Of-Gods-Zeus-and-the-Great-Flood-SF-small.jpg.jpg"" />","History_Clash_Of_Gods_Zeus_and_the_Great_Flood_SF","MMBwGTWLccUu","All","","","","Video","","http://www.history.co.uk/shows/clash-of-the-gods/videos/zeus-and-the-great-flood","No","29/01/2010 15:50","152.133","pl, ro","","",
"Hercules and the 12 Labors","The tale of the mighty Hercules, son of Zeus, atoning for the murder of his family by undertaking 12 impossible tasks.","62947015001","","","Clash of the Gods","","<img src=""http://www.history.co.uk/shows/clash-of-the-gods/videos/hercules-and-the-12-labors/thumbnail-120x90/thumbnail/22204771001_64041352001_asset-1264782318015.jpg.jpg"" />","History_Clash_Of_Gods_Hercules_12_Labors_SF","1Ps7C1X1UUkc","All","","","","Video","","http://www.history.co.uk/shows/clash-of-the-gods/videos/hercules-and-the-12-labors","No","29/01/2010 15:50","235.666","pl, ro","","",
"Hitler&#039;s Escape","According to the official public record, Adolf Hitler committed suicide in his underground bunker as allied troops stormed Berlin at the end of World War II.","62423879001","","","MysteryQuest","","<img src=""http://www.history.co.uk/shows/mysteryquest/full-episode/mysteryquest-hitlers-escape/thumbnail-120x90/thumbnail/22204771001_64963081001_asset-1265365465378.jpg.jpg"" />","bc_62423879001","k84ssQ8Iienr","All","","","","Video","","http://www.history.co.uk/shows/mysteryquest/full-episode/mysteryquest-hitlers-escape","No","05/02/2010 10:46","2624.101","pl, ro","","",
"Alcatraz","For centuries, it has been believed that the island of Alcatraz is haunted, rumours which persist to this day.","53157301001","","","MysteryQuest","","<img src=""http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-alcatraz/thumbnail-120x90/thumbnail/22204771001_53182752001_th-53174631001.jpg.jpg"" />","bc_53157301001","1_Zx1huwieNF","All","","","","Video","","http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-alcatraz","No","07/12/2009 16:11","169.266","pl, ro","","",
"Death of Hitler","Hitler&#039;s bodyguard claims the Fuhrer shot himself. But no body has ever been produced. Could Hitler have escaped to Argentina, as the FBI believed?","53175116001","","","MysteryQuest","","<img src=""http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-death-of-hitler/thumbnail-120x90/thumbnail/22204771001_54944480001_asset-1260199320568.jpg.jpg"" />","bc_53175116001","zzoLuRLFhAgI","All","","","","Video","","http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-death-of-hitler","No","07/12/2009 16:11","211.366","pl, ro","","",
"MysteryQuest: The Bermuda Triangle","Perfectly functioning airplanes and ships have disappeared in what is known as the Devil&#039;s Triangle. How and why?","53156497001","","","MysteryQuest","","<img src=""http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-the-bermuda-triangle/thumbnail-120x90/thumbnail/22204771001_54966042001_asset-1260201727446.jpg.jpg"" />","bc_53156497001","Pcgrh2oPc8eW","All","","","","Video","","http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-the-bermuda-triangle","No","07/12/2009 16:11","146.400","pl, ro","","",
"MysteryQuest: Area 51","In 1957, an airforce pilot spotted something flying through the sky that was the size of a football pitch. What was it?","53426996001","","","MysteryQuest","","<img src=""http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-area-51/thumbnail-120x90/thumbnail/22204771001_53431427001_mq-ufo-thb.jpg.jpg"" />","bc_53426996001","7s6OF0QX1nSK","All","","","","Video","","http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-area-51","No","07/12/2009 16:11","188.866","pl, ro","","",
"MysteryQuest: Atlantis","Many claim Atlantis was the most advance civilisation on Earth, even to this day, and yet it vanished without a trace, never to be found again.","53426099001","","","MysteryQuest","","<img src=""http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-atlantis/thumbnail-120x90/thumbnail/22204771001_53431426001_mq-atlantis-thb.jpg.jpg"" />","bc_53426099001","OReN2KURi2Yv","All","","","","Video","","http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-atlantis","No","07/12/2009 17:06","165.433","pl, ro","","",
"MysteryQuest: Jack the Ripper","He is the most notorious serial killer and yet his identity remains a mystery. Will new evidence finally reveal who is Jack the Ripper?","53426098001","","","MysteryQuest","","<img src=""http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-jack-the-ripper/thumbnail-120x90/thumbnail/22204771001_53426933001_mq-jtr-thb.jpg.jpg"" />","bc_53426098001","ViGLSWjv3lts","All","","","","Video","","http://www.history.co.uk/shows/mysteryquest/videos/mysteryquest-jack-the-ripper","No","07/12/2009 17:06","188.866","pl, ro","","",
"True Horror: Werewolf Trailer","We examine the true story from Medieval Germany that still influences horror films today.","48114786001","","","True Horror","","<img src=""http://www.history.co.uk/shows/true-horror/videos/true-horror-werewolf-trailer/thumbnail-120x90/thumbnail/22204771001_48113811001_asset-1257336117668.jpg.jpg"" />","bc_48114786001","_eSg0EdSK4Wl","All","","","","Video","","http://www.history.co.uk/shows/true-horror/videos/true-horror-werewolf-trailer","No","04/11/2009 16:06","30.064","pl, ro","","",
"True Horror: Dracula","The true story behind Vlad the impaler is even more gruesome than the vampiric tales he inspired.","48457004001","","","True Horror","","<img src=""http://www.history.co.uk/shows/true-horror/videos/true-horror-dracula/thumbnail-120x90/thumbnail/22204771001_48489245001_asset-1257446733796.jpg.jpg"" />","bc_48457004001","DyCucywPyZx9","All","","","","Video","","http://www.history.co.uk/shows/true-horror/videos/true-horror-dracula","No","05/11/2009 19:07","49.867","pl, ro","","",
"True Horror: Frankenstein","200 years ago an Italian scientist experimented with re-animating the dead.","48449855001","","","True Horror","","<img src=""http://www.history.co.uk/shows/true-horror/videos/true-horror-frankenstein/thumbnail-120x90/thumbnail/22204771001_48492056001_asset-1257446307964.jpg.jpg"" />","bc_48449855001","Es_P_zGoZWuV","All","","","","Video","","http://www.history.co.uk/shows/true-horror/videos/true-horror-frankenstein","No","05/11/2009 19:07","81.789","pl, ro","","",
"True Horror: Werewolf","In the 16th century a German village was terrorized by a mystery beast.","48459821001","","","True Horror","","<img src=""http://www.history.co.uk/shows/true-horror/videos/true-horror-werewolf/thumbnail-120x90/thumbnail/22204771001_48464209001_th-48452084001.jpg.jpg"" />","bc_48459821001","3hjpSH5waTD1","All","","","","Video","","http://www.history.co.uk/shows/true-horror/videos/true-horror-werewolf","No","05/11/2009 19:07","108.434","pl, ro","","",
"Darwin&#039;s Brave New World: Origins","Darwin’s Brave New World is the story is the story of how four young voyagers to the Southern Hemisphere changed our world, forever. The epic adventures of Charles Darwin, Joseph Hooker, Thomas Huxley and Alfred Russel Wallace revolutionised science.","52721031001","","","Darwin&#039;s Brave New World","","<img src=""http://www.history.co.uk/shows/darwins-brave-new-world/full-episode/darwins-brave-new-world-origins/thumbnail-120x90/thumbnail/22204771001_52809592001_asset-1259332578030.jpg.jpg"" />","Darwin’s Brave New World: Origins LF","jtkN35HFfUII","All","","","","Video","","http://www.history.co.uk/shows/darwins-brave-new-world/full-episode/darwins-brave-new-world-origins","Yes","27/11/2009 15:23","2607.121","pl, ro","","",
"Darwin Episode 1","His theories radically changed the way science, and indeed the world, was viewed.","48715591001","","","Darwin&#039;s Brave New World","","<img src=""http://www.history.co.uk/shows/darwins-brave-new-world/videos/darwin-episode-1/thumbnail-120x90/thumbnail/22204771001_48732592001_th-48715722001.jpg.jpg"" />","bc_48715591001","TlyGPv2NAKbr","All","","","","Video","","http://www.history.co.uk/shows/darwins-brave-new-world/videos/darwin-episode-1","No","06/11/2009 17:35","65.301","pl, ro","","",
"Darwin Episode 2","Darwin&#039;s daughter&#039;s life hangs in the balance. What will save her - God or nature?","48726672001","","","Darwin&#039;s Brave New World","","<img src=""http://www.history.co.uk/shows/darwins-brave-new-world/videos/darwin-episode-2/thumbnail-120x90/thumbnail/22204771001_48732578001_th-48721766001.jpg.jpg"" />","bc_48726672001","TTCKn65C0b3q","All","","","","Video","","http://www.history.co.uk/shows/darwins-brave-new-world/videos/darwin-episode-2","No","06/11/2009 17:35","96.073","pl, ro","","",
"Darwin Episode 3","Darwin has received a letter that threatens to destroy all his hard work.","48731900001","","","Darwin&#039;s Brave New World","","<img src=""http://www.history.co.uk/shows/darwins-brave-new-world/videos/darwin-episode-3/thumbnail-120x90/thumbnail/22204771001_48732588001_th-48710077001.jpg.jpg"" />","bc_48731900001","lfcaLtxprFuB","All","","","","Video","","http://www.history.co.uk/shows/darwins-brave-new-world/videos/darwin-episode-3","No","06/11/2009 17:35","90.796","pl, ro","","",
"Heresy","In this clip we see Michel de Nostradamus make a prediction that King Henry will be killed in a jousting match. Nostradamus predicts that a young lion will kill an old lion in a single field.","36917498001","","","Nostradamus","","<img src=""http://www.history.co.uk/shows/nostradamus/videos/nostradamus-heresy/thumbnail-120x90/thumbnail/1119379849_1587982149_6fe39a720d00e273368efbfc2537385e76ae0024.jpg.jpg"" />","nostradamus_clip06_heresy","RoFDrhUohbWv","All","","","","Video","","http://www.history.co.uk/shows/nostradamus/videos/nostradamus-heresy","No","25/11/2009 12:00","164.153","pl, ro","","",
